sentiment,negative_reason,text
positive,,kinsella also hired managed split votes nationwide n scheerwin  elxn  cdnpoli
positive,,well done bruce  cdnpoli  elxn
positive,,im thankful real life voices carry weight pollsters n npolls mean nothing check marks ballot mean everything n n elxn
positive,,oh sorry missed glad see big crowd showed go  chooseforwardwithtrudeau  elxn
positive,,needs help last days  elxn help knock doors help  getoutthevote monday election day support lori  cdnpoli  representationmatters
positive,,buy canadian oil first  elxn
negative,Scandal,clearly questioning n n peoplespartyofcanada n choosemaxime n ppc n elxn n cdnelxn
negative,Tell lies,never happen  cdnpoli  scheerrepublican  bigot  racist  liar  firstnations must protected  elxn read learn vote  canadavotes
negative,Tell lies,lies one believes hypocrites  trudeamustgo  elxn  cdnpoli
negative,Climate Problem,climate plan nyou mean  carbontax climate change plan nthere many ways continue put focus nneed global climate change n cdnpoli  elxn
negative,Tell lies,one believes guys lie every time speak  elxn  elxn  trudeaumustgo
positive,,typical liberal voter  elxn
positive,,vote liberal need  elxn
positive,,oil equal decision use saudi oil business one made irving oil corporation would undertake massive changes refinery process ab oil unless advocating government introduce another nep  elxn  ableg
negative,Tell lies,talk big game transparency comes others xe x x thick politician added bonus suck deflecting xe x x obviously avoiding answer majority people trust  elxn
negative,Others,apple pie andy question xe x x like  cdnpoli  elxn
negative,Scandal,hey someone look footage back green hired kinsella see scheer comment n n elxn  cdnpoli
negative,Others,wondering many times change underwear today n n elxn  cdnpoli  scheergrift  lyingandy
positive,,kudos katie trying get response unrepentant liar  yankeedoodleandy  unfitforoffice n cdnpoli  cdnmedia  elxn  chooseforwardwithtrudeau  choosetheplanet  voteliberalstopthecons
negative,Others,oh noes someone lose teflon coating n trudeaumustgo n scheerhypocrisy n scheermustgo n cdnpoli n elxn n n
negative,Scandal,warren kinsella cpc operative bff jwr truth issues elizabeth may hired campaign help snake wk promoted fake groper gate fake school scandal  cpc behind hit jobs xf x f xa x n elxn n cpckinsellagate
negative,Others,reporter covering trudeau throws hands exasperation xe x x answer q xe x x play uninterrupted clips stump speech including partisan applause passes balance predicted earlier xe x x  hw  cdnpoli  elxn
negative,Tell lies,became trump canada lying desperately evrythg truth gotta come via news folks thanks fact checking im voting  elxn  cdnpoli  canadavotes
positive,, peoplesparty shines light high  maximebernier  elxn
positive,, anxiousandrew xe x x threatened far right ppc xf x f x x f  cdnpoli xc xa xc xa  polcan xc xa xc xa  elxn xc xa xc xa  itsourvote
negative,Tell lies,guys spend time actual journalism  defundcbc  elxn  cdnpoli
negative,Tell lies,prime minister canada material stop b canadians go away liar  scheerhypocrisy  elxn
negative,Others,robocall talk  elxn
negative,Others,queen let go xe x x cis rule made xe x x downright delicious n n elxn
negative,Others,blackface count  elxn
negative,Scandal,crap canadians think biased know full well liberals thing nplus source trudeau campaign disgruntled ex employee revealed tidbit reporting n elxn  cdnpoli
negative,Scandal,totally uninterested overdose crisis bc look death toll since last election  elxn  elxn
negative,Economy,lie going raise gst explain taxes raise pay challenge justin trudeau today scheer said  cdnpoli  cdnmedia  elxn
negative,Economy,lie going raise gst explain taxes raise pay challenge justin trudeau today scheer said  cdnpoli  cdnmedia  elxn
positive,,reason vote  maximebernier  ppc morally intellectually corrupt  andrewscheer  justintrudeau  elxn  cdnpoli
negative,Tell lies,loves costumes much n noh canoes xf x f x b xb xf x f x b xb xf x f x b xb xf x f x f xb xe x x xe x xa xef xb x f xf x f x f xb xe x x xe x xa xef xb x f xf x f x f xb xe x x xe x xa xef xb x f n n trudeauworstpm  scheer pm n scheer thewin  attackcanoes n elxn  cdnelxn xf x f x xa xf x f x xa xf x f x x xf x f x xa xf x f x xa
negative,Women Reproductive right and Racism,say canadian women lose abortion rights one conservative mps private members bill time andrew scheer becomes pm n n cdnpoli  elxn
negative,Others,u see charlie  fakenews  elxn  scheerisfear
positive,,spread truth yes spread best abilities cannot said reciprocation n n peoplespartyofcanada n choosemaxime n ppc n elxn n cdnelxn
negative,Tell lies, giveusdata  cdnpoli  bcpoli  vanpoli  yvrre  vanre n n elxn  elxn  canadavotes  oct n n canada seat projection n n n n n n nindependent
negative,Tell lies, giveusdata  cdnpoli  bcpoli  vanpoli  yvrre  vanre n n elxn  elxn  canadavotes  oct n nlispop n n n n n n nindependent
positive,,yes site good recommendations strategic voting  elxn whose conscience allows ni linked cbc article maps election results clearly ridings traditional ndp ridings
negative,Others,release earlier  cdnpoli  itsourvote  elxn
negative,Others,also nmy god would ever terrible prime minister n neverscheer n scheeramerican n scheerlies n scheerdisaster n chooseforwardwithtrudeau n voteliberal n elxn  cdnpoli
positive,,michael grt meeting yuri today knock doors n nlisa marie wilson awesome mp  barrie  innisfil n nty help xf x f x x n n onpoli n elxn n chooseforward
negative,Scandal,deciding factor  canadians dont want  scheer trump hateful right winged  whitesupremacist  conservativeparty  canada american citizen leader  elxn  canadavotes  raptors
negative,Scandal,someone ask plea charged obstruction n elxn  trudeaucorruption
negative,Economy,xe x x afford conservative bloc coalition wage freezes wage rollbacks increased retirement age ask ontario alberta nurses public sector afford conservative regime  skpoli  cdnpoli  regina  elxn
negative,Others,year old quote must getting desperate morning saw tweet support ndp candidate riding hopes steering voters away closest rival future mp milton weird strategy xf x f xa xb xe x x xe x x xef xb x f  cdnpoli  elxn  scheerdesperation
negative,Tell lies,beware canada remember conservative party canada purposely sent people wrong place vote n n cdnpoli  elxn
positive,,likes shout trudeau xe x x ethics violations say ethics base campaign highly sensationalist fabrications instead facts cc  elxn  cdnpoli
negative,Women Reproductive right and Racism,stop  bcand crazy white nondisabled man speak silence  disabledindigenous voices nbcands ed compensation travel vehicle expenses silencing aboriginal disabled people  deltabc  elxn
positive,,vote makes sense either libs cons majority spell curtains canada playing constructive role  climatechange existential threat hope lib minority ndp greens holding trudeau serious action  elxn
positive,,xe x x cbut xe x x winning xe x x n cpc bots n n elxn
negative,Others,come ctv stop calling warren kinsella consulting firm better n nwarren kinsella dirtiest sob canadians politics n n cdnpoli  elxn
positive,,typical liberal voter  elxn
negative,Others,oh class bullies fighting amongst  elxn
negative,Climate Problem,excuses nothing go bc  carbontax since unemployment levels continue among lowest canada gdp growth among highest canada  elxn  climatechange
positive,,xe x x wait hear contract connections  buffalochronicle  cdnpoli  elxn
positive,,get radio player canada app search toronto start noon yyc time new tag global news radio seems chqr decided selling us stuff important current affairs xf x f x x interesting timing maybe cuz xe x x  elxn
negative,Others,alt right moving canada beyond question party politics  elxn  canpoli
negative,Economy,hours pay today hours pay xe x x afford anymore liberal tax breaks n n trudeaumustgo  cdnpoli  cdnelxn  elxn
negative,Tell lies,definitely lie n cdnpoli  elxn  trudeaumustgo  buttsmustgo  liberalliesanddeception  bigbluewave  scheer  scheer pm
positive,,xf x f x x r much like  climatechangeisreal  cdnpoli  elxn
positive,,would nice acknowledge  climatechange develop plan  alberta move clean energy grid n njob   alberta n nyes transition need move forward n n cdnpoli  elxn
negative,Tell lies,glad see paid senator voted helped kill  undrip spreading lies nhow economy today comoared years ago years ago nanother reason voting abc  anythingbutconservative n n elxn
negative,Others,vote splitting false narrative  elxn tiresome demeaning voters xe x x support big two coming liberal cpc supporters especially liberals xe x x also share getting unfollowed blocked criticizing  cdnpoli
negative,Privilege,n n leading way example entitled privileged self righteous trust fund elitist n nprivileged privileged n n  miltonon  elxn xc xa n n  cndpoli
positive,,yes actually career politics n n peoplespartyofcanada n choosemaxime n ppc n elxn n cdnelxn
negative,Tell lies,attacking max scheer finally outed cheater reason hatred regret n n peoplespartyofcanada n choosemaxime n ppc n elxn n cdnpoli n trudeauesque
